,Employee_ID,Gender,Age,Relationship_Status,Hometown,Unit,Time_of_service,Time_since_promotion,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,Attrition
931,EID_3996,M,58.0,Single,Franklin,Logistics,30.0,3,2,3,4.0,1.0,0.0
932,EID_19095,M,20.0,Married,Franklin,Sales,1.0,1,1,3,8.0,1.0,0.0
933,EID_8473,M,65.0,Married,Lebanon,R&D,27.0,2,1,1,5.0,2.0,0.0
934,EID_25988,M,19.0,Married,Franklin,R&D,0.0,0,1,4,4.0,1.0,0.0
935,EID_11551,M,33.0,Married,Springfield,IT,,1,1,4,8.0,5.0,1.0
936,EID_5858,F,49.0,Married,Clinton,Operarions,22.0,3,0,5,4.0,4.0,0.0
937,EID_25346,F,54.0,Married,Lebanon,Logistics,30.0,4,1,3,5.0,3.0,0.0
938,EID_3062,F,60.0,Single,Clinton,Logistics,24.0,4,0,2,7.0,3.0,0.0
939,EID_4547,F,57.0,Single,Franklin,Accounting and Finance,31.0,2,0,2,9.0,2.0,0.0
940,EID_8281,F,60.0,Single,Springfield,IT,31.0,1,2,3,4.0,1.0,0.0
941,EID_22156,F,42.0,Single,Clinton,Accounting and Finance,9.0,1,0,3,6.0,4.0,0.0
942,EID_8083,M,49.0,Married,Washington,Sales,11.0,1,2,1,5.0,3.0,0.0
943,EID_10300,F,40.0,Married,Clinton,Operarions,17.0,1,1,2,9.0,2.0,0.0
944,EID_4143,M,49.0,Married,Washington,Logistics,11.0,4,1,5,9.0,4.0,0.0
945,EID_11557,M,36.0,Single,Lebanon,R&D,12.0,4,1,2,6.0,2.0,0.0
946,EID_13223,F,32.0,Single,Lebanon,Purchasing,9.0,1,1,4,8.0,2.0,0.0
947,EID_3419,F,50.0,Married,Lebanon,Sales,19.0,1,0,3,9.0,1.0,0.0
948,EID_7356,F,51.0,Married,Franklin,R&D,12.0,3,0,2,6.0,3.0,0.0
949,EID_8454,F,59.0,Single,Washington,IT,34.0,3,1,4,9.0,3.0,0.0
950,EID_7739,M,41.0,Married,Washington,Purchasing,2.0,2,1,2,5.0,4.0,0.0
951,EID_5387,F,50.0,Married,Lebanon,Sales,22.0,4,1,1,8.0,3.0,0.0
952,EID_19269,F,,Married,Franklin,Operarions,1.0,1,1,2,1.0,4.0,0.0
953,EID_12970,M,34.0,Married,Clinton,Sales,8.0,4,0,2,1.0,2.0,0.0
954,EID_23281,M,60.0,Single,Springfield,Logistics,35.0,3,1,1,5.0,4.0,0.0
955,EID_16009,M,,Married,Clinton,Sales,2.0,2,1,4,2.0,1.0,0.0
956,EID_3802,M,64.0,Married,Lebanon,IT,29.0,1,1,1,9.0,1.0,0.0
957,EID_7013,M,52.0,Married,Springfield,Sales,25.0,2,0,3,8.0,1.0,0.0
958,EID_10918,F,39.0,Married,Clinton,Logistics,13.0,2,2,1,6.0,1.0,0.0
959,EID_13995,F,30.0,Married,Washington,R&D,6.0,1,1,5,5.0,2.0,0.0
960,EID_12268,F,30.0,Married,Lebanon,Accounting and Finance,7.0,4,1,4,9.0,2.0,0.0
961,EID_8231,F,44.0,Single,Springfield,Logistics,17.0,1,0,1,2.0,1.0,0.0
962,EID_6389,M,46.0,Married,Washington,Accounting and Finance,20.0,3,0,2,8.0,3.0,0.0
963,EID_13608,F,31.0,Married,Lebanon,Human Resource Management,9.0,1,1,3,5.0,1.0,0.0
964,EID_14795,F,24.0,Married,Lebanon,Accounting and Finance,5.0,1,0,1,5.0,3.0,0.0
965,EID_4682,M,57.0,Married,Lebanon,IT,33.0,4,1,4,6.0,2.0,0.0
966,EID_1332,M,65.0,Married,Clinton,IT,35.0,1,0,4,6.0,3.0,0.0
967,EID_9403,F,47.0,Married,Franklin,Purchasing,21.0,3,1,3,7.0,2.0,0.0
968,EID_20950,M,37.0,Married,Springfield,R&D,8.0,1,1,3,7.0,1.0,0.0
969,EID_4173,F,64.0,Married,Franklin,Human Resource Management,29.0,3,2,1,8.0,4.0,0.0
970,EID_4116,F,58.0,Married,Lebanon,Logistics,25.0,1,2,2,7.0,3.0,0.0
971,EID_19090,F,19.0,Married,Lebanon,IT,0.0,0,0,3,6.0,3.0,0.0
972,EID_19959,M,25.0,Married,Lebanon,Sales,6.0,2,1,1,7.0,1.0,0.0
973,EID_23651,F,37.0,Married,Springfield,Quality,13.0,3,1,1,7.0,2.0,0.0
974,EID_21690,F,30.0,Single,Springfield,Logistics,8.0,4,1,3,10.0,3.0,0.0
975,EID_19202,M,21.0,Single,Franklin,Production,2.0,1,0,5,3.0,4.0,0.0
976,EID_12664,M,38.0,Married,Lebanon,Logistics,14.0,1,2,3,6.0,1.0,0.0
977,EID_8602,F,60.0,Married,Franklin,Logistics,36.0,1,1,3,8.0,2.0,0.0
978,EID_22646,M,25.0,Married,Washington,Operarions,6.0,2,1,5,5.0,1.0,1.0
979,EID_10283,M,45.0,Married,Lebanon,Accounting and Finance,,1,1,2,3.0,4.0,0.0
980,EID_17364,M,24.0,Married,Springfield,IT,5.0,3,1,3,8.0,3.0,0.0
981,EID_5182,F,51.0,Single,Washington,Logistics,25.0,1,1,5,9.0,2.0,0.0
982,EID_19930,M,60.0,Married,Franklin,Sales,30.0,4,1,1,5.0,4.0,1.0
983,EID_13477,M,27.0,Married,Washington,IT,5.0,4,0,1,5.0,1.0,0.0
984,EID_23232,F,25.0,Single,Franklin,Logistics,6.0,4,1,2,8.0,3.0,0.0
985,EID_10732,F,38.0,Single,Washington,Sales,16.0,3,0,3,6.0,1.0,0.0
986,EID_2201,M,63.0,Single,Lebanon,Marketing,25.0,2,1,3,4.0,3.0,0.0
987,EID_3331,M,55.0,Married,Springfield,Quality,17.0,1,0,3,3.0,2.0,1.0
988,EID_10686,M,39.0,Single,Washington,IT,12.0,3,0,3,6.0,1.0,0.0
989,EID_1185,F,65.0,Married,Lebanon,IT,38.0,1,1,3,5.0,4.0,0.0
990,EID_13853,M,26.0,Married,Lebanon,IT,4.0,1,0,1,5.0,2.0,0.0
991,EID_2103,F,58.0,Married,Lebanon,Logistics,31.0,3,0,2,4.0,4.0,0.0
992,EID_11427,F,33.0,Married,Springfield,IT,4.0,1,2,3,8.0,2.0,0.0
993,EID_6545,M,48.0,Single,Lebanon,Sales,13.0,1,0,3,6.0,3.0,0.0
994,EID_13690,F,27.0,Married,Franklin,Logistics,3.0,2,1,4,5.0,3.0,0.0
995,EID_5590,M,46.0,Single,Washington,IT,13.0,3,1,3,7.0,2.0,0.0
996,EID_18498,M,20.0,Married,Springfield,IT,1.0,1,0,5,5.0,1.0,0.0
997,EID_18176,F,21.0,Married,Lebanon,Logistics,2.0,1,1,5,6.0,4.0,0.0
998,EID_17490,F,24.0,Married,Springfield,Operarions,5.0,3,0,4,7.0,1.0,0.0
999,EID_13864,M,30.0,Married,Springfield,Purchasing,8.0,1,2,1,6.0,2.0,0.0
1000,EID_3107,M,60.0,Single,Clinton,Logistics,30.0,4,1,2,8.0,3.0,1.0
1001,EID_20791,F,60.0,Single,Washington,Operarions,36.0,4,1,5,10.0,2.0,0.0
1002,EID_19525,M,19.0,Single,Lebanon,Purchasing,0.0,0,0,3,6.0,4.0,1.0
1003,EID_10119,F,40.0,Married,Washington,Accounting and Finance,13.0,1,0,1,4.0,1.0,0.0
1004,EID_15422,M,31.0,Single,Lebanon,Purchasing,4.0,1,1,2,7.0,1.0,0.0
1005,EID_9577,F,65.0,Married,Washington,Sales,31.0,1,2,1,2.0,1.0,0.0
1006,EID_17144,M,22.0,Married,Springfield,Sales,3.0,3,1,5,9.0,1.0,0.0
1007,EID_9657,F,58.0,Married,Lebanon,IT,19.0,4,0,3,8.0,4.0,0.0
1008,EID_2334,F,63.0,Married,Franklin,Human Resource Management,40.0,3,1,3,3.0,3.0,0.0
1009,EID_1686,F,56.0,Married,Lebanon,Operarions,32.0,1,0,3,5.0,3.0,0.0
1010,EID_2804,M,56.0,Single,Franklin,Logistics,30.0,2,1,3,4.0,2.0,0.0
1011,EID_11825,F,41.0,Married,Springfield,Sales,19.0,1,2,3,10.0,4.0,0.0
1012,EID_5039,M,48.0,Married,Washington,IT,9.0,3,1,5,8.0,1.0,0.0
1013,EID_22530,F,37.0,Married,Lebanon,Accounting and Finance,12.0,1,1,1,9.0,1.0,0.0
1014,EID_13077,M,28.0,Married,Lebanon,IT,4.0,4,0,4,8.0,1.0,0.0
1015,EID_18864,M,21.0,Single,Springfield,Logistics,2.0,2,2,3,4.0,1.0,0.0
1016,EID_19307,F,21.0,Single,Lebanon,IT,2.0,2,1,3,3.0,1.0,0.0
1017,EID_19852,F,22.0,Married,Springfield,IT,3.0,3,0,4,9.0,1.0,0.0
1018,EID_16639,M,,Married,Washington,Operarions,6.0,3,0,2,6.0,3.0,0.0
1019,EID_13925,M,35.0,Married,Franklin,IT,10.0,3,0,5,7.0,2.0,0.0
1020,EID_18781,F,20.0,Single,Washington,IT,1.0,1,1,2,8.0,4.0,0.0
1021,EID_9637,F,46.0,Married,Lebanon,Logistics,19.0,2,0,5,7.0,1.0,0.0
1022,EID_8038,F,49.0,Married,Lebanon,Purchasing,13.0,2,1,2,4.0,3.0,1.0
1023,EID_23140,F,22.0,Married,Washington,Operarions,3.0,3,0,1,2.0,3.0,1.0
1024,EID_14216,F,34.0,Single,Lebanon,R&D,8.0,1,0,5,9.0,1.0,0.0
1025,EID_25247,M,45.0,Single,Lebanon,Sales,18.0,1,1,5,10.0,4.0,0.0
1026,EID_6761,M,65.0,Married,Springfield,Logistics,31.0,3,0,3,8.0,2.0,0.0
1027,EID_9145,F,61.0,Married,Springfield,Quality,29.0,4,0,1,4.0,4.0,1.0
1028,EID_11144,F,33.0,Married,Lebanon,Operarions,5.0,1,1,1,5.0,4.0,1.0
1029,EID_23899,M,42.0,Married,Washington,IT,17.0,4,0,2,6.0,3.0,1.0
1030,EID_19198,F,19.0,Single,Washington,IT,0.0,0,0,2,9.0,1.0,0.0
1031,EID_15542,F,24.0,Married,Washington,IT,5.0,2,1,3,2.0,3.0,0.0
1032,EID_23173,M,19.0,Married,Franklin,Purchasing,0.0,0,1,2,10.0,2.0,0.0
1033,EID_19195,F,19.0,Married,Lebanon,IT,0.0,0,2,2,8.0,4.0,0.0
1034,EID_6793,M,43.0,Married,Springfield,Production,6.0,4,1,4,2.0,2.0,0.0
1035,EID_13876,M,30.0,Married,Franklin,Logistics,6.0,3,1,3,8.0,3.0,0.0
1036,EID_12016,F,40.0,Married,Washington,IT,11.0,1,1,2,4.0,1.0,0.0
1037,EID_13146,F,28.0,Married,Lebanon,Sales,5.0,1,1,1,5.0,1.0,0.0
1038,EID_9434,F,61.0,Married,Springfield,Sales,22.0,2,0,2,8.0,1.0,0.0
1039,EID_25738,M,42.0,Married,Lebanon,IT,17.0,1,1,4,10.0,4.0,0.0
1040,EID_11534,M,32.0,Married,Lebanon,Accounting and Finance,10.0,1,1,3,6.0,1.0,0.0
1041,EID_9248,F,58.0,Married,Franklin,IT,24.0,2,1,3,7.0,3.0,0.0
1042,EID_15004,F,24.0,Married,Springfield,R&D,5.0,3,1,5,7.0,2.0,0.0
1043,EID_15343,F,24.0,Married,Lebanon,IT,5.0,1,1,3,5.0,1.0,0.0
1044,EID_4446,F,52.0,Married,Franklin,Sales,19.0,4,1,3,5.0,2.0,0.0
1045,EID_13154,F,31.0,Single,Lebanon,Operarions,3.0,2,1,5,6.0,3.0,0.0
1046,EID_9853,M,46.0,Single,Lebanon,Purchasing,14.0,4,0,5,6.0,3.0,1.0
1047,EID_2202,F,58.0,Single,Springfield,Logistics,33.0,1,1,1,7.0,3.0,1.0
1048,EID_25930,M,45.0,Married,Franklin,Sales,7.0,2,2,3,8.0,3.0,0.0
1049,EID_11339,M,37.0,Married,Franklin,Accounting and Finance,12.0,1,1,2,6.0,3.0,0.0
1050,EID_18045,M,24.0,Single,Franklin,Human Resource Management,5.0,2,0,3,5.0,2.0,0.0
1051,EID_12621,M,29.0,Single,Washington,Operarions,5.0,1,1,3,8.0,2.0,0.0
1052,EID_5620,F,62.0,Married,Franklin,Purchasing,38.0,3,0,3,7.0,1.0,0.0
1053,EID_13244,F,31.0,Married,Franklin,Operarions,3.0,3,2,4,6.0,2.0,0.0
1054,EID_12085,M,40.0,Married,Springfield,Logistics,17.0,4,1,4,10.0,2.0,0.0
1055,EID_23169,F,31.0,Single,Springfield,Logistics,9.0,1,1,4,7.0,3.0,0.0
1056,EID_3469,F,54.0,Single,Lebanon,R&D,22.0,4,1,3,4.0,1.0,0.0
1057,EID_22714,F,37.0,Single,Washington,Human Resource Management,8.0,3,1,3,9.0,2.0,0.0
1058,EID_18919,M,20.0,Married,Clinton,Accounting and Finance,1.0,1,1,2,6.0,4.0,0.0
1059,EID_8489,F,44.0,Married,Lebanon,R&D,12.0,1,1,3,8.0,1.0,0.0
1060,EID_3206,F,60.0,Married,Lebanon,R&D,22.0,1,0,3,8.0,2.0,0.0
1061,EID_18754,F,19.0,Married,Lebanon,Logistics,0.0,0,0,3,8.0,3.0,0.0
1062,EID_12475,M,34.0,Married,Lebanon,R&D,5.0,1,1,5,4.0,2.0,0.0
1063,EID_6914,M,52.0,Married,Springfield,Operarions,28.0,4,1,3,7.0,3.0,0.0
1064,EID_14301,F,29.0,Single,Springfield,R&D,7.0,4,1,2,6.0,1.0,0.0
1065,EID_18071,M,21.0,Married,Franklin,Operarions,2.0,2,0,3,6.0,3.0,0.0
1066,EID_11955,M,40.0,Married,Springfield,IT,15.0,3,0,3,1.0,1.0,0.0
1067,EID_24513,F,32.0,Married,Springfield,IT,5.0,2,1,2,7.0,1.0,0.0
1068,EID_17505,F,26.0,Single,Lebanon,Human Resource Management,2.0,2,1,1,4.0,4.0,0.0
1069,EID_13242,F,27.0,Married,Lebanon,Human Resource Management,3.0,1,2,2,8.0,1.0,0.0
1070,EID_1024,M,54.0,Married,Franklin,Quality,15.0,4,0,5,2.0,2.0,0.0
1071,EID_16000,M,26.0,Married,Franklin,IT,4.0,1,2,3,6.0,3.0,0.0
1072,EID_11445,F,33.0,Single,Washington,Operarions,5.0,1,1,2,7.0,2.0,0.0
1073,EID_6032,F,,Married,Washington,Sales,22.0,2,0,3,8.0,2.0,0.0
1074,EID_9033,M,47.0,Married,Franklin,IT,13.0,4,1,3,8.0,2.0,0.0
1075,EID_10115,F,,Married,Springfield,IT,21.0,4,0,3,5.0,4.0,0.0
1076,EID_5711,F,,Married,Franklin,R&D,25.0,1,0,4,9.0,2.0,0.0
1077,EID_25374,F,31.0,Married,Clinton,Sales,4.0,1,1,2,7.0,4.0,0.0
1078,EID_15349,F,24.0,Married,Washington,IT,5.0,1,1,2,6.0,4.0,0.0
1079,EID_4470,F,52.0,Single,Springfield,Accounting and Finance,22.0,4,1,4,4.0,1.0,0.0
1080,EID_3048,F,55.0,Married,Washington,Sales,24.0,3,1,3,7.0,2.0,0.0
1081,EID_15426,F,27.0,Single,Lebanon,R&D,5.0,3,0,3,4.0,2.0,0.0
1082,EID_9230,F,58.0,Single,Lebanon,Security,36.0,1,1,3,9.0,1.0,0.0
1083,EID_4777,M,48.0,Married,Springfield,Logistics,14.0,3,1,2,4.0,4.0,1.0
1084,EID_4456,M,63.0,Single,Lebanon,Logistics,33.0,1,1,5,5.0,1.0,0.0
1085,EID_13174,M,36.0,Single,Lebanon,Logistics,13.0,3,1,4,6.0,4.0,0.0
1086,EID_13494,F,31.0,Married,Lebanon,Accounting and Finance,8.0,1,1,3,8.0,1.0,0.0
1087,EID_14324,M,,Married,Lebanon,Accounting and Finance,8.0,4,0,1,6.0,1.0,0.0
1088,EID_12254,F,39.0,Single,Franklin,R&D,17.0,3,1,3,5.0,2.0,0.0
1089,EID_12731,M,33.0,Single,Springfield,Logistics,6.0,3,0,1,6.0,3.0,0.0
1090,EID_14656,M,33.0,Married,Lebanon,Sales,10.0,2,1,4,9.0,3.0,0.0
1091,EID_16634,M,25.0,Single,Lebanon,Human Resource Management,6.0,4,1,1,4.0,2.0,0.0
1092,EID_8824,F,39.0,Married,Franklin,Production,12.0,2,2,1,8.0,5.0,0.0
1093,EID_5374,F,55.0,Married,Washington,Purchasing,30.0,3,1,2,8.0,5.0,0.0
1094,EID_24119,M,47.0,Married,Springfield,Operarions,20.0,1,0,4,6.0,3.0,1.0
1095,EID_22792,F,42.0,Married,Lebanon,R&D,8.0,2,0,3,5.0,2.0,0.0
1096,EID_10936,M,34.0,Married,Franklin,Marketing,9.0,3,2,3,8.0,4.0,0.0
1097,EID_25470,F,47.0,Married,Springfield,IT,23.0,3,0,1,8.0,3.0,0.0
1098,EID_24926,F,22.0,Married,Franklin,IT,3.0,1,1,2,4.0,3.0,0.0
1099,EID_19993,F,,Married,Springfield,Production,20.0,4,2,3,7.0,4.0,0.0
1100,EID_17697,M,24.0,Married,Springfield,R&D,5.0,1,1,4,8.0,3.0,1.0
1101,EID_11559,F,41.0,Married,Lebanon,Accounting and Finance,,2,1,3,4.0,2.0,0.0
1102,EID_23750,M,37.0,Married,Washington,Human Resource Management,14.0,2,2,3,7.0,1.0,0.0
1103,EID_3575,M,64.0,Single,Lebanon,Accounting and Finance,30.0,4,2,3,2.0,3.0,1.0
1104,EID_2212,M,54.0,Single,Franklin,R&D,18.0,3,1,1,8.0,4.0,0.0
1105,EID_25729,F,31.0,Single,Washington,Operarions,9.0,3,0,4,8.0,3.0,0.0
1106,EID_12992,M,32.0,Married,Franklin,Purchasing,8.0,2,1,5,8.0,2.0,0.0
1107,EID_15432,M,27.0,Married,Lebanon,IT,4.0,3,1,3,3.0,3.0,0.0
1108,EID_14808,M,32.0,Married,Franklin,Purchasing,6.0,2,0,2,6.0,1.0,0.0
1109,EID_11269,F,42.0,Married,Springfield,Sales,3.0,1,0,2,5.0,1.0,0.0
1110,EID_15788,F,30.0,Married,Washington,Sales,7.0,1,0,2,8.0,1.0,0.0
1111,EID_19194,M,20.0,Single,Franklin,Sales,1.0,1,0,5,5.0,3.0,0.0
1112,EID_11114,F,33.0,Married,Franklin,Quality,7.0,1,2,1,10.0,2.0,0.0
1113,EID_8692,M,48.0,Married,Washington,Accounting and Finance,23.0,2,1,1,8.0,4.0,0.0
1114,EID_22001,M,,Married,Springfield,R&D,7.0,2,1,3,5.0,1.0,0.0
1115,EID_23020,M,,Married,Springfield,Accounting and Finance,19.0,1,1,4,6.0,2.0,0.0
1116,EID_8578,F,48.0,Single,Lebanon,Logistics,25.0,3,0,3,5.0,3.0,0.0
1117,EID_20528,F,47.0,Married,Clinton,Accounting and Finance,15.0,1,1,4,2.0,3.0,0.0
1118,EID_14174,F,,Married,Springfield,Accounting and Finance,7.0,3,0,4,5.0,3.0,0.0
1119,EID_12375,F,33.0,Married,Franklin,Marketing,5.0,3,0,1,5.0,1.0,0.0
1120,EID_5616,M,63.0,Married,Lebanon,Logistics,40.0,1,0,2,8.0,3.0,0.0
1121,EID_1938,M,55.0,Married,Lebanon,R&D,33.0,2,0,1,1.0,2.0,0.0
1122,EID_25807,F,28.0,Married,Springfield,Operarions,4.0,2,0,1,8.0,3.0,0.0
1123,EID_11940,M,40.0,Single,Franklin,Operarions,18.0,1,0,2,5.0,3.0,0.0
1124,EID_15111,F,28.0,Married,Springfield,IT,6.0,4,1,3,8.0,2.0,0.0
1125,EID_4258,F,58.0,Married,Washington,Operarions,24.0,1,2,2,8.0,3.0,0.0
1126,EID_16660,M,28.0,Married,Lebanon,Logistics,5.0,1,1,3,,3.0,0.0
1127,EID_8208,M,40.0,Married,Lebanon,Logistics,11.0,3,0,2,8.0,1.0,0.0
1128,EID_13658,F,26.0,Single,Franklin,IT,3.0,3,1,3,6.0,3.0,0.0
1129,EID_24204,F,35.0,Married,Lebanon,Logistics,7.0,3,0,4,9.0,2.0,0.0
1130,EID_13149,F,28.0,Married,Lebanon,Logistics,6.0,3,0,4,8.0,3.0,0.0
1131,EID_8726,F,62.0,Single,Lebanon,Logistics,40.0,3,1,2,4.0,3.0,0.0
1132,EID_21545,M,42.0,Single,Springfield,R&D,18.0,2,0,4,3.0,1.0,0.0
1133,EID_10263,F,40.0,Married,Clinton,Purchasing,17.0,2,0,2,8.0,1.0,0.0
1134,EID_21321,F,54.0,Married,Lebanon,Sales,17.0,1,2,3,7.0,2.0,0.0
1135,EID_24953,F,42.0,Married,Springfield,IT,16.0,3,0,1,5.0,3.0,0.0
1136,EID_7776,F,65.0,Married,Franklin,IT,29.0,2,1,4,7.0,1.0,0.0
1137,EID_3519,F,59.0,Married,Franklin,Sales,37.0,3,0,2,4.0,5.0,0.0
1138,EID_17085,F,27.0,Single,Washington,Sales,5.0,4,1,4,8.0,1.0,0.0
1139,EID_12793,M,38.0,Married,Springfield,IT,12.0,2,2,4,8.0,4.0,0.0
1140,EID_12223,M,30.0,Single,Washington,IT,6.0,3,1,3,2.0,2.0,0.0
1141,EID_16251,F,,Single,Lebanon,Human Resource Management,4.0,3,1,3,5.0,1.0,0.0
1142,EID_15510,M,31.0,Single,Franklin,Operarions,3.0,2,1,1,9.0,4.0,0.0
1143,EID_18532,F,20.0,Single,Clinton,Purchasing,1.0,1,1,3,5.0,3.0,0.0
1144,EID_20350,M,26.0,Single,Washington,Purchasing,3.0,1,2,4,8.0,2.0,0.0
1145,EID_2791,M,61.0,Married,Springfield,Purchasing,26.0,4,1,1,5.0,3.0,0.0
1146,EID_16450,F,28.0,Married,Springfield,Accounting and Finance,5.0,2,1,1,2.0,2.0,0.0
1147,EID_4687,F,48.0,Married,Lebanon,Logistics,21.0,2,1,5,5.0,1.0,0.0
1148,EID_5971,F,65.0,Married,Washington,Logistics,37.0,1,1,3,8.0,4.0,0.0
1149,EID_10589,M,,Single,Franklin,IT,10.0,3,2,2,4.0,4.0,0.0
1150,EID_20529,M,,Married,Lebanon,IT,22.0,3,2,3,8.0,1.0,0.0
1151,EID_1421,F,56.0,Married,Springfield,Operarions,23.0,2,0,5,9.0,1.0,0.0
1152,EID_14413,M,29.0,Single,Franklin,IT,7.0,1,0,3,4.0,3.0,0.0
1153,EID_3725,F,,Married,Franklin,Logistics,34.0,4,0,4,4.0,1.0,0.0
1154,EID_6028,M,54.0,Married,Lebanon,Sales,18.0,2,0,5,3.0,3.0,0.0
1155,EID_16926,M,27.0,Single,Franklin,IT,3.0,2,1,2,4.0,1.0,0.0
1156,EID_7295,F,42.0,Single,Springfield,Operarions,4.0,3,0,1,6.0,3.0,0.0
1157,EID_10290,M,40.0,Single,Washington,Quality,13.0,1,1,1,6.0,3.0,0.0
1158,EID_22800,M,60.0,Married,Springfield,Accounting and Finance,29.0,2,1,2,8.0,1.0,0.0
1159,EID_3542,F,64.0,Married,Springfield,Quality,39.0,1,1,2,5.0,3.0,0.0
1160,EID_5164,F,51.0,Single,Springfield,IT,19.0,2,1,5,9.0,1.0,0.0
1161,EID_12288,F,34.0,Single,Springfield,R&D,5.0,1,1,3,6.0,2.0,0.0
1162,EID_15155,M,,Single,Washington,IT,7.0,1,1,3,4.0,1.0,0.0
1163,EID_25670,M,25.0,Married,Washington,Quality,6.0,3,0,3,4.0,1.0,0.0
1164,EID_6691,F,43.0,Married,Washington,Human Resource Management,14.0,1,1,3,6.0,3.0,1.0
1165,EID_25136,M,52.0,Married,Clinton,Production,20.0,1,1,2,8.0,2.0,0.0
1166,EID_23622,M,28.0,Married,Franklin,Quality,6.0,4,1,3,5.0,4.0,0.0
1167,EID_12317,M,39.0,Married,Lebanon,R&D,16.0,4,0,3,9.0,1.0,0.0
1168,EID_21578,F,32.0,Married,Springfield,Accounting and Finance,6.0,3,0,5,9.0,1.0,0.0
1169,EID_19541,F,52.0,Married,Franklin,IT,16.0,2,1,5,5.0,1.0,0.0
1170,EID_7676,M,50.0,Married,Franklin,R&D,18.0,2,2,3,5.0,4.0,0.0
1171,EID_16026,M,29.0,Single,Franklin,Sales,6.0,4,0,3,7.0,4.0,1.0
1172,EID_15564,F,23.0,Single,Washington,Production,4.0,1,0,4,8.0,1.0,0.0
1173,EID_13694,F,26.0,Married,Springfield,Accounting and Finance,2.0,2,0,2,3.0,3.0,0.0
1174,EID_22388,M,32.0,Married,Franklin,Production,3.0,1,0,3,8.0,3.0,0.0
1175,EID_8921,M,58.0,Single,Lebanon,Operarions,20.0,3,2,1,5.0,2.0,0.0
1176,EID_16315,F,23.0,Single,Washington,IT,4.0,1,1,1,4.0,3.0,0.0
1177,EID_2562,F,,Single,Washington,Logistics,40.0,3,1,3,1.0,3.0,0.0
1178,EID_14241,F,29.0,Single,Lebanon,Logistics,5.0,4,1,2,7.0,3.0,0.0
1179,EID_5156,F,47.0,Married,Washington,IT,24.0,3,0,4,4.0,3.0,0.0
1180,EID_15439,M,24.0,Single,Lebanon,Logistics,5.0,4,2,2,8.0,2.0,0.0
1181,EID_9043,F,42.0,Married,Washington,R&D,20.0,3,1,1,4.0,1.0,0.0
1182,EID_24899,M,31.0,Single,Lebanon,Purchasing,5.0,2,0,3,5.0,1.0,0.0
1183,EID_23455,F,22.0,Single,Washington,Accounting and Finance,3.0,2,2,1,2.0,2.0,0.0
1184,EID_7183,M,60.0,Single,Clinton,Accounting and Finance,29.0,1,1,3,3.0,4.0,0.0
1185,EID_14878,F,32.0,Single,Springfield,Sales,8.0,2,0,2,5.0,3.0,1.0
1186,EID_23582,M,42.0,Single,Springfield,Logistics,3.0,3,1,3,8.0,2.0,0.0
1187,EID_10211,F,45.0,Single,Lebanon,Logistics,10.0,4,1,2,7.0,3.0,0.0
1188,EID_14531,M,25.0,Single,Clinton,Logistics,6.0,2,0,5,5.0,1.0,0.0
1189,EID_5718,M,50.0,Single,Springfield,Logistics,26.0,2,0,1,8.0,3.0,0.0
1190,EID_16922,M,23.0,Single,Franklin,Purchasing,4.0,3,2,3,1.0,1.0,0.0
1191,EID_13893,M,35.0,Single,Lebanon,Operarions,8.0,3,0,2,7.0,3.0,0.0
1192,EID_24130,M,42.0,Married,Springfield,R&D,9.0,3,2,3,5.0,1.0,0.0
1193,EID_23698,M,26.0,Single,Franklin,R&D,3.0,3,0,3,5.0,1.0,1.0
1194,EID_2402,F,53.0,Single,Franklin,Logistics,16.0,3,1,2,5.0,1.0,0.0
1195,EID_21669,M,47.0,Married,Lebanon,Human Resource Management,21.0,4,2,2,5.0,2.0,0.0
1196,EID_7874,M,62.0,Single,Franklin,IT,28.0,1,1,2,7.0,2.0,0.0
1197,EID_3969,M,58.0,Married,Washington,Logistics,20.0,1,1,1,2.0,4.0,0.0
1198,EID_1031,M,41.0,Single,Washington,Production,16.0,3,0,4,5.0,4.0,0.0
1199,EID_11836,F,32.0,Married,Springfield,R&D,9.0,3,1,4,10.0,4.0,0.0
1200,EID_22236,F,35.0,Married,Clinton,Purchasing,11.0,3,1,1,5.0,1.0,0.0
1201,EID_14222,F,29.0,Married,Washington,Security,6.0,2,1,3,6.0,5.0,0.0
1202,EID_4703,F,57.0,Married,Springfield,Quality,30.0,1,0,3,6.0,1.0,0.0
1203,EID_4410,M,48.0,Single,Lebanon,Purchasing,24.0,3,1,4,5.0,3.0,0.0
1204,EID_18659,M,23.0,Married,Franklin,IT,4.0,1,1,4,5.0,3.0,0.0
1205,EID_14348,F,,Married,Franklin,Logistics,6.0,3,0,3,4.0,1.0,0.0
1206,EID_13560,M,31.0,Married,Franklin,Security,5.0,3,0,2,6.0,2.0,0.0
1207,EID_6674,F,52.0,Single,Lebanon,Logistics,24.0,2,0,4,7.0,3.0,0.0
1208,EID_2780,F,56.0,Married,Washington,Operarions,25.0,4,1,4,8.0,3.0,0.0
1209,EID_6152,F,49.0,Single,Lebanon,Accounting and Finance,19.0,1,0,3,3.0,3.0,0.0
1210,EID_8606,F,43.0,Married,Clinton,Accounting and Finance,7.0,2,1,4,7.0,2.0,0.0
1211,EID_7732,F,44.0,Single,Lebanon,Sales,12.0,3,1,2,4.0,4.0,0.0
